"package","clazz","func","full_signature","internal_signature","location","parameter_types","return_type","doc"
"boa.src","fmfwall","ShareFolderList","int ShareFolderList(request *wp, int argc, char **argv)","ShareFolderList(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:3427:0","request;int;char","int","[IFDEF SAMBA_WEB_SUPPORT] "
"boa.src","fmfwall","Storage_GeDirRoot","int Storage_GeDirRoot(request *wp, int argc, char **argv)","Storage_GeDirRoot(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:3462:0","request;int;char","int","[IFDEF SAMBA_WEB_SUPPORT] "
"boa.src","fmfwall","FolderList","int FolderList(request *wp, int argc, char **argv)","FolderList(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:3486:0","request;int;char","int","[IFDEF SAMBA_WEB_SUPPORT] "
"boa.src","fmfwall","DiskList","int DiskList(request *wp, int argc, char **argv)","DiskList(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:3598:0","request;int;char","int","[IFDEF SAMBA_WEB_SUPPORT] "
"boa.src","fmfwall","Storage_DispalyUser","int Storage_DispalyUser(request *wp, int argc, char **argv)","Storage_DispalyUser(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:3661:0","request;int;char","int","[IFDEF SAMBA_WEB_SUPPORT] "
"boa.src","fmfwall","Storage_DispalyGroup","int Storage_DispalyGroup(request *wp, int argc, char **argv)","Storage_DispalyGroup(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:3691:0","request;int;char","int","[IFDEF SAMBA_WEB_SUPPORT] "
"boa.src","fmfwall","Storage_GetGroupMember","int Storage_GetGroupMember(request *wp, int argc, char **argv)","Storage_GetGroupMember(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:3722:0","request;int;char","int","[IFDEF SAMBA_WEB_SUPPORT] "
"boa.src","fmulinker","ulinker_process","int ulinker_process()","ulinker_process()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmulinker.c:759:0","void","int","[IF 0] "
"boa.src","escape","main","int main(void)","main()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/escape.c:83:0","void","int","[IFDEF TEST] "
"boa.src","fmroute","kernelRoute6List","int kernelRoute6List(request *wp, int argc, char **argv)","kernelRoute6List(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmroute.c:783:0","request;int;char","int","[IFDEF DEBUG] "
"boa.src","AspPage","log_boaform","void log_boaform(char *form)","log_boaform(char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/asp_page.c:421:0","char","void","[IFDEF CSRF_SECURITY_PATCH] "
"boa.src","AspPage","delete_boaform","static void delete_boaform(char *form)","delete_boaform(char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/asp_page.c:455:0","char","void","[IFDEF CSRF_SECURITY_PATCH] "
"boa.src","AspPage","is_valid_boaform","static int is_valid_boaform(char *form)","is_valid_boaform(char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/asp_page.c:472:0","char","int","[IFDEF CSRF_SECURITY_PATCH] "
"boa.src","AspPage","is_any_log","static int is_any_log()","is_any_log()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/asp_page.c:490:0","void","int","[IFDEF CSRF_SECURITY_PATCH] "
"boa.src","AspPage","stristr","static char* stristr(char* str, char* subStr)","stristr(char*, char*)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/asp_page.c:775:0","char*;char*","char*","[IFDEF CSRF_SECURITY_PATCH] "
"boa.src","AspPage","nojscript","static int nojscript(char *url)","nojscript(char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/asp_page.c:785:0","char","int","[IFDEF CONFIG_APP_BOA_CUSTOM_TRENDNET] "
"boa.src","AspPage","handleForm","void handleForm(request *req)","handleForm(request)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/asp_page.c:1029:0","request","void","[ELIF defined(VOIP_SUPPORT) && defined(ATA867x)] "
"boa.src","AspPage","handleScript","void handleScript(request *req,char *left1,char *right1)","handleScript(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/asp_page.c:1174:0","request;char;char","void","[IFDEF HTTP_FILE_SERVER_SUPPORTED] "
"boa.src","buffer","req_write_escape_http","int req_write_escape_http(request * req, const char *msg)","req_write_escape_http(request *, const char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/buffer.c:78:0","request *;const char","int","[IFDEF FASCIST_LOGGING] Name: req_write_escape_http Description: Buffers and ""escapes"" data before sending to client. as above, but translates as it copies, into a form suitably encoded for URLs in HTTP headers. Returns: -1 for error, otherwise how much is stored /"
"boa.src","FmdomainQuery","isBandModeBoth","int isBandModeBoth()","isBandModeBoth()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmdomain_query.c:62:0","void","int","[IF defined(CONFIG_RTL_92D_SUPPORT)] "
"boa.src","FmdomainQuery","write_line_to_file","int write_line_to_file(char *filename, int mode, char *line_data)","write_line_to_file(char, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmdomain_query.c:93:0","char;int;char","int","[IF 0 // move to src/utility.c] "
"boa.src","FmdomainQuery","Confirm_Chld_termniated","void Confirm_Chld_termniated(void)","Confirm_Chld_termniated()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmdomain_query.c:1232:0","void","void","[IF 0] "
"boa.src","FmdomainQuery","Stop_Domain_Query_Process","void Stop_Domain_Query_Process(void)","Stop_Domain_Query_Process()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmdomain_query.c:1241:0","void","void","[IF 0] "
"boa.src","FmdomainQuery","Reset_Domain_Query_Setting","void Reset_Domain_Query_Setting(void)","Reset_Domain_Query_Setting()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmdomain_query.c:1246:0","void","void","[IF 0] "
"boa.src","util","simple_off64Toa","char * simple_off64Toa(off64_t i)","simple_off64Toa(off64_t)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/util.c:525:0","off64_t","char *","[IF defined(ENABLE_LFS)] "
"boa.src","util","parse_debug","void parse_debug(char *foo)","parse_debug(char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/util.c:771:0","char","void","[IFNDEF DISABLE_DEBUG] "
"boa.src","fmwlan","_isBandModeBoth","static int _isBandModeBoth()","_isBandModeBoth()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:106:0","void","int","[IF defined(CONFIG_RTL_92D_SUPPORT)] "
"boa.src","fmwlan","run_init_script","void run_init_script(char *arg)","run_init_script(char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:328:0","char","void","[IFDEF CONFIG_SNMP] "
"boa.src","fmwlan","formSetTime","void formSetTime(request *wp, char *path, char *query)","formSetTime(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:442:0","request;char;char","void","[IFDEF REBOOT_CHECK] "
"boa.src","fmwlan","wlSchList","int wlSchList(request *wp, int argc, char **argv)","wlSchList(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:506:0","request;int;char","int","[IF defined(NEW_SCHEDULE_SUPPORT)] "
"boa.src","fmwlan","formNewSchedule","void formNewSchedule(request *wp, char *path, char *query)","formNewSchedule(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:628:0","request;char;char","void","[IF defined(NEW_SCHEDULE_SUPPORT)] "
"boa.src","fmwlan","setRepeaterSsid","void setRepeaterSsid(int wlanid, int rptid, char *str_ssid)","setRepeaterSsid(int, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:922:0","int;int;char","void","[IFDEF CONFIG_APP_BOA_CUSTOM_TRENDNET] "
"boa.src","fmwlan","addWlProfileHandler","int addWlProfileHandler(request *wp, char *tmpBuf, int wlan_id)","addWlProfileHandler(request, char, int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:954:0","request;char;int","int","[IF defined(WLAN_PROFILE)] "
"boa.src","fmwlan","wlProfileHandler","static int wlProfileHandler(request *wp, char *tmpBuf, int wlan_id)","wlProfileHandler(request, char, int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:1154:0","request;char;int","int","[IF defined(WLAN_PROFILE)] "
"boa.src","fmwlan","generate_random_str","void generate_random_str(unsigned char *data,int len)","generate_random_str(unsigned char, int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:1508:0","unsigned char;int","void","[IF defined(CONFIG_RTL_ULINKER)] "
"boa.src","fmwlan","generate_GO_ssid","void generate_GO_ssid(void)","generate_GO_ssid()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:1519:0","void","void","[IFDEF CONFIG_RTL_P2P_SUPPORT] "
"boa.src","fmwlan","generate_GO_PSK","void generate_GO_PSK(void)","generate_GO_PSK()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:1535:0","void","void","[IFDEF CONFIG_RTL_P2P_SUPPORT] "
"boa.src","fmwlan","formEngineeringMode","void formEngineeringMode(request *wp, char *path, char *query)","formEngineeringMode(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:3077:0","request;char;char","void","[IFDEF CONFIG_RTK_MESH] "
"boa.src","fmwlan","formEngineeringMode2","void formEngineeringMode2(request *wp, char *path, char *query)","formEngineeringMode2(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:3215:0","request;char;char","void","[IFNDEF NO_ACTION] "
"boa.src","fmwlan","formMeshACLSetup","void formMeshACLSetup(request *wp, char *path, char *query)","formMeshACLSetup(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:3265:0","request;char;char","void","[IFDEF _MESH_ACL_ENABLE_] "
"boa.src","fmwlan","swapWlanMibSetting","void swapWlanMibSetting(unsigned char wlanifNumA, unsigned char wlanifNumB)","swapWlanMibSetting(unsigned char, unsigned char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:3615:0","unsigned char;unsigned char","void","[IF defined(CONFIG_RTL_92D_SUPPORT) || defined(CONFIG_RTL_8881A_SELECTIVE)] "
"boa.src","fmwlan","formWlanBand2G5G","void formWlanBand2G5G(request *wp, char *path, char *query)","formWlanBand2G5G(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:3687:0","request;char;char","void","[IF VLAN_CONFIG_SUPPORTED] "
"boa.src","fmwlan","wlanProfileEncryptHandler","int wlanProfileEncryptHandler(request *wp, char *tmpBuf)","wlanProfileEncryptHandler(request, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:5870:0","request;char","int","[IF defined(WLAN_PROFILE)] "
"boa.src","fmwlan","wlRxStatics","int wlRxStatics(request *wp, int argc, char **argv)","wlRxStatics(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:6674:0","request;int;char","int","[IF defined(_11s_TEST_MODE_)] "
"boa.src","fmwlan","wlMeshRootInfo","int wlMeshRootInfo(request *wp, int argc, char **argv)","wlMeshRootInfo(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:6734:0","request;int;char","int","[IFDEF _11s_TEST_MODE_] "
"boa.src","fmwlan","formWlanMultipleAP","void formWlanMultipleAP(request *wp, char *path, char *query)","formWlanMultipleAP(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:7733:0","request;char;char","void","[IFDEF CONFIG_APP_BOA_CUSTOM_TRENDNET] "
"boa.src","fmwlan","formWlMesh","void formWlMesh(request *wp, char *path, char *query)","formWlMesh(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:9408:0","request;char;char","void","[IFDEF CONFIG_RTK_MESH] //////////////////////////////////////////////////////////////////////////"
"boa.src","fmwlan","wlProfileTblList","int wlProfileTblList(request *wp, int argc, char **argv)","wlProfileTblList(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:9673:0","request;int;char","int","[IF defined(WLAN_PROFILE)] "
"boa.src","fmwlan","wlProfileList","int wlProfileList(request *wp, int argc, char **argv)","wlProfileList(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:9738:0","request;int;char","int","[IF defined(WLAN_PROFILE)] "
"boa.src","fmwlan","formAutoCfg","void formAutoCfg(request *wp, char *path, char *query)","formAutoCfg(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:10126:0","request;char;char","void","[IFNDEF NO_ACTION] //////////////////////////////////////////////////////////////////////////"
"boa.src","fmwlan","sigHandler_autoconf","void sigHandler_autoconf(int signo)","sigHandler_autoconf(int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:10427:0","int","void","[IFDEF WIFI_SIMPLE_CONFIG] "
"boa.src","fmwlan","convert_hex_to_ascii","static void convert_hex_to_ascii(unsigned long code, char *out)","convert_hex_to_ascii(unsigned long, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:10773:0","unsigned long;char","void","[IF defined(CONFIG_RTL_92D_SUPPORT)] "
"boa.src","fmwlan","compute_pin_checksum","static int compute_pin_checksum(unsigned long int PIN)","compute_pin_checksum(unsigned long int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:10786:0","unsigned long int","int","[IF 0] "
"boa.src","fmwlan","formWsc","void formWsc(request *wp, char *path, char *query)","formWsc(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:10848:0","request;char;char","void","[IF 0] "
"boa.src","fmwlan","outPut","static void outPut(unsigned char *buf, int len)","outPut(unsigned char, int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:11837:0","unsigned char;int","void","[IF 0  //for] "
"boa.src","fmwlan","formWapiCertDistribute","void formWapiCertDistribute(request *wp, char * path, char * query)","formWapiCertDistribute(request, char *, char *)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:12575:0","request;char *;char *","void","[IF 0  //for debug] "
"boa.src","fmwlan","formUpload8021xUserCert","void formUpload8021xUserCert(request *wp, char * path, char * query)","formUpload8021xUserCert(request, char *, char *)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:12680:0","request;char *;char *","void","[IFDEF CONFIG_RTL_802_1X_CLIENT_SUPPORT] "
"boa.src","fmwlan","CHECKSUM","static unsigned char CHECKSUM(unsigned char *data, int len)","CHECKSUM(unsigned char, int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:13014:0","unsigned char;int","char","[IFDEF TLS_CLIENT] "
"boa.src","fmwlan","lookfor_cert_dir","static int lookfor_cert_dir(FILE *lp, char *dirpath, int is_for_web)","lookfor_cert_dir(FILE, char, int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:13029:0","FILE;char;int","int","[IF 0] "
"boa.src","fmwlan","formCertUpload","void formCertUpload(request *wp, char * path, char * query)","formCertUpload(request, char *, char *)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:13250:0","request;char *;char *","void","[IFDEF __mips__] "
"boa.src","fmwlan","certRootList","int certRootList(request *wp, int argc, char **argv)","certRootList(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:13503:0","request;int;char","int","[IFNDEF NO_ACTION] "
"boa.src","fmwlan","certUserList","int certUserList(request *wp, int argc, char **argv)","certUserList(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:13530:0","request;int;char","int","[IFNDEF NO_ACTION] "
"boa.src","fmwlan","p2p_dhcp_process","void p2p_dhcp_process(void)","p2p_dhcp_process()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmwlan.c:14105:0","void","void","[IF defined(CONFIG_RTL_92D_SUPPORT)] "
"boa.src","range","send_r_invalid_range","void send_r_invalid_range(request * req)","send_r_invalid_range(request *)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/range.c:420:0","request *","void","[IF defined(ENABLE_LFS)] "
"boa.src","range","log_error_mesg","void log_error_mesg(char *file, int line, char *mesg, int die)","log_error_mesg(char, int, char, int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/range.c:425:0","char;int;char;int","void","[IFDEF STANDALONE_TEST] "
"boa.src","range","main","int main(int argc, char *argv[])","main(int, *argv[])","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/range.c:430:0","int;*argv[]","int","[IFDEF STANDALONE_TEST] "
"boa.src.hnap.DLINK","hnap","do_GetMyDLinkSettings","int do_GetMyDLinkSettings(const char *key, char *raw, HNAP_SESSION_T session_type , request *req)","do_GetMyDLinkSettings(const char, char, HNAP_SESSION_T, request)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/hnap/DLINK/hnap.c:2201:0","const char;char;HNAP_SESSION_T;request","int","[IFDEF MYDLINK_ENABLE] Tim Wang 2012/06/15"
"boa.src.hnap.DLINK","hnap","do_SetMyDLinkSettings","int do_SetMyDLinkSettings(const char *key, char *raw, HNAP_SESSION_T session_type , request *req)","do_SetMyDLinkSettings(const char, char, HNAP_SESSION_T, request)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/hnap/DLINK/hnap.c:2252:0","const char;char;HNAP_SESSION_T;request","int","[IFDEF MYDLINK_ENABLE] Tim Wang 2012/06/20"
"boa.src.hnap.DLINK","hnap","do_SetMyDLinkSettings_to_xml","int do_SetMyDLinkSettings_to_xml(char *source_xml)","do_SetMyDLinkSettings_to_xml(char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/hnap/DLINK/hnap.c:2273:0","char","int","[IFDEF MYDLINK_ENABLE] Tim Wang 2012/06/15"
"boa.src.hnap.DLINK","hnap","do_SetMyDLinkunregistration","int do_SetMyDLinkunregistration(const char *key, char *raw, HNAP_SESSION_T session_type , request *req)","do_SetMyDLinkunregistration(const char, char, HNAP_SESSION_T, request)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/hnap/DLINK/hnap.c:2364:0","const char;char;HNAP_SESSION_T;request","int","[IFDEF MYDLINK_ENABLE] "
