"package","clazz","func","full_signature","internal_signature","location","parameter_types","return_type","doc"
"boa.src","fmmgmt","isValidName","static int isValidName(char *str)","isValidName(char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:96:0","char","int","[IFDEF CONFIG_APP_BOA_CUSTOM_TRENDNET] "
"boa.src","fmmgmt","swap_mib_word_value","void swap_mib_word_value(APMIB_Tp pMib)","swap_mib_word_value(APMIB_Tp)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:233:0","APMIB_Tp","void","[IFDEF VOIP_SUPPORT] "
"boa.src","fmmgmt","formSetSNMP","void formSetSNMP(request *wp, char *path, char *query)","formSetSNMP(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:663:0","request;char;char","void","[IFDEF COMPRESS_MIB_SETTING] "
"boa.src","fmmgmt","formSaveConfig","void formSaveConfig(request *wp, char *path, char *query)","formSaveConfig(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:775:0","request;char;char","void","[IFNDEF NO_ACTION] ////////////////////////////////////////////////////////////////////////////"
"boa.src","fmmgmt","kill_processes","void kill_processes(void)","kill_processes()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:1023:0","void","void","[IF 0 //Keith. move to utility.c] "
"boa.src","fmmgmt","get_actvie_bank","static int get_actvie_bank()","get_actvie_bank()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:1085:0","void","int","[IF defined(CONFIG_RTL_FLASH_DUAL_IMAGE_WEB_BACKUP_ENABLE)] "
"boa.src","fmmgmt","get_bank_info","void get_bank_info(int dual_enable,int *active,int *backup)","get_bank_info(int, int, int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:1107:0","int;int;int","void","[IF defined(CONFIG_RTL_FLASH_DUAL_IMAGE_WEB_BACKUP_ENABLE)] "
"boa.src","fmmgmt","header_to_mark","static unsigned long header_to_mark(int flag, IMG_HEADER_Tp pHeader)","header_to_mark(int, IMG_HEADER_Tp)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:1138:0","int;IMG_HEADER_Tp","long","[IF defined(CONFIG_RTL_FLASH_DUAL_IMAGE_WEB_BACKUP_ENABLE)] "
"boa.src","fmmgmt","check_system_image","static int check_system_image(int fh,IMG_HEADER_Tp pHeader)","check_system_image(int, IMG_HEADER_Tp)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:1153:0","int;IMG_HEADER_Tp","int","[IF defined(CONFIG_RTL_FLASH_DUAL_IMAGE_WEB_BACKUP_ENABLE)] return,  0: not found, 1: linux found,"
"boa.src","fmmgmt","check_rootfs_image","static int check_rootfs_image(int fh)","check_rootfs_image(int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:1178:0","int","int","[IF defined(CONFIG_RTL_FLASH_DUAL_IMAGE_WEB_BACKUP_ENABLE)] "
"boa.src","fmmgmt","get_image_header","static int get_image_header(int fh,IMG_HEADER_Tp header_p)","get_image_header(int, IMG_HEADER_Tp)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:1197:0","int;IMG_HEADER_Tp","int","[IF defined(CONFIG_RTL_FLASH_DUAL_IMAGE_WEB_BACKUP_ENABLE)] "
"boa.src","fmmgmt","check_bank_image","int check_bank_image(int bank)","check_bank_image(int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:1214:0","int","int","[IF defined(CONFIG_RTL_FLASH_DUAL_IMAGE_WEB_BACKUP_ENABLE)] "
"boa.src","fmmgmt","updateBankmark","int updateBankmark(char*thisKernelDev)","updateBankmark(char*thisKernelDev)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:1277:0","char*thisKernelDev","int","[IF defined(CONFIG_RTL_FLASH_DUAL_IMAGE_WEB_BACKUP_ENABLE)] to prevent both active and backup bankmark all FORCEBOOT_BANK_MARK when this bankmark is FORCEBOOT_BANK_MARK,"
"boa.src","fmmgmt","get_next_bankmark","unsigned long get_next_bankmark(char *kernel_dev,int dual_enable)","get_next_bankmark(char, int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:1319:0","char;int","long","[IF defined(CONFIG_RTL_FLASH_DUAL_IMAGE_WEB_BACKUP_ENABLE)] return,  0: not found, 1: linux found,"
"boa.src","fmmgmt","set_dualbank","int set_dualbank(int enable)","set_dualbank(int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:1353:0","int","int","[IF defined(CONFIG_RTL_FLASH_DUAL_IMAGE_WEB_BACKUP_ENABLE)] set mib at the same time or get mib to set this function?"
"boa.src","fmmgmt","boot_from_backup","int boot_from_backup()","boot_from_backup()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:1380:0","void","int","[IF defined(CONFIG_RTL_FLASH_DUAL_IMAGE_WEB_BACKUP_ENABLE)] "
"boa.src","fmmgmt","bulk_FWUPGRADE","int bulk_FWUPGRADE()","bulk_FWUPGRADE()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:1789:0","void","int","[IF defined(CONFIG_APP_FWD)] "
"boa.src","fmmgmt","formDualFirmware","void formDualFirmware(request *wp, char *path, char *query)","formDualFirmware(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:2250:0","request;char;char","void","[IF defined(CONFIG_RTL_FLASH_DUAL_IMAGE_ENABLE)] "
"boa.src","fmmgmt","formUploadFromUsb","void formUploadFromUsb(request *wp, char * path, char * query)","formUploadFromUsb(request, char *, char *)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:2312:0","request;char *;char *","void","[IF defined(CONFIG_USBDISK_UPDATE_IMAGE)] "
"boa.src","fmmgmt","formDiskCreateFolder","void formDiskCreateFolder(request *wp, char * path, char * query)","formDiskCreateFolder(request, char *, char *)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:2368:0","request;char *;char *","void","[IF defined(CONFIG_USBDISK_UPDATE_IMAGE)] "
"boa.src","fmmgmt","formDiskCreateShare","void formDiskCreateShare(request *wp, char * path, char * query)","formDiskCreateShare(request, char *, char *)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:2389:0","request;char *;char *","void","[IFDEF SAMBA_WEB_SUPPORT] "
"boa.src","fmmgmt","formDiskCfg","void formDiskCfg(request *wp, char * path, char * query)","formDiskCfg(request, char *, char *)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:2513:0","request;char *;char *","void","[IFDEF SAMBA_WEB_SUPPORT] "
"boa.src","fmmgmt","formDiskManagementAnon","void formDiskManagementAnon(request *wp, char * path, char * query)","formDiskManagementAnon(request, char *, char *)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:2589:0","request;char *;char *","void","[IFDEF SAMBA_WEB_SUPPORT] "
"boa.src","fmmgmt","formDiskManagementUser","void formDiskManagementUser(request *wp, char * path, char * query)","formDiskManagementUser(request, char *, char *)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:2637:0","request;char *;char *","void","[IFDEF SAMBA_WEB_SUPPORT] "
"boa.src","fmmgmt","formDiskManagementGroup","void formDiskManagementGroup(request *wp, char * path, char * query)","formDiskManagementGroup(request, char *, char *)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:2713:0","request;char *;char *","void","[IFDEF SAMBA_WEB_SUPPORT] "
"boa.src","fmmgmt","formDiskCreateUser","void formDiskCreateUser(request *wp, char * path, char * query)","formDiskCreateUser(request, char *, char *)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:2840:0","request;char *;char *","void","[IFDEF SAMBA_WEB_SUPPORT] "
"boa.src","fmmgmt","formDiskEditUser","void formDiskEditUser(request *wp, char * path, char * query)","formDiskEditUser(request, char *, char *)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:2937:0","request;char *;char *","void","[IFDEF SAMBA_WEB_SUPPORT] "
"boa.src","fmmgmt","formDiskEditGroup","void formDiskEditGroup(request *wp, char * path, char * query)","formDiskEditGroup(request, char *, char *)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:3007:0","request;char *;char *","void","[IFDEF SAMBA_WEB_SUPPORT] "
"boa.src","fmmgmt","formDiskCreateGroup","void formDiskCreateGroup(request *wp, char * path, char * query)","formDiskCreateGroup(request, char *, char *)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:3038:0","request;char *;char *","void","[IFDEF SAMBA_WEB_SUPPORT] "
"boa.src","fmmgmt","formSystemCheck","void formSystemCheck(request *wp, char *path, char *query)","formSystemCheck(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:3337:0","request;char;char","void","[IF defined(CONFIG_APP_FWD)] "
"boa.src","fmmgmt","formPasswordAuth","void formPasswordAuth(request *wp, char *path, char *query)","formPasswordAuth(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:3391:0","request;char;char","void","[IFDEF CONFIG_APP_BOA_CUSTOM_TRENDNET] "
"boa.src","fmmgmt","formMeshStatus","void formMeshStatus(request *wp, char *path, char *query)","formMeshStatus(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:3591:0","request;char;char","void","[IFNDEF NO_ACTION] "
"boa.src","fmmgmt","formWizard_","void formWizard_(request *wp, char *path, char *query)","formWizard_(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:4202:0","request;char;char","void","[IF defined(MIB_TLV)] "
"boa.src","fmmgmt","formUlkOpMode","void formUlkOpMode(request *wp, char *path, char *query)","formUlkOpMode(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:4521:0","request;char;char","void","[IF defined(CONFIG_RTL_ULINKER)] "
"boa.src","fmmgmt","formOpMode","void formOpMode(request *wp, char *path, char *query)","formOpMode(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:4749:0","request;char;char","void","[IF defined(CONFIG_SMART_REPEATER)] "
"boa.src","fmmgmt","formSiteSurveyProfile","void formSiteSurveyProfile(request *wp, char *path, char *query)","formSiteSurveyProfile(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:4833:0","request;char;char","void","[IF defined(WLAN_PROFILE)] "
"boa.src","fmmgmt","formLedDisable","void formLedDisable(request *wp, char *path, char *query)","formLedDisable(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:5045:0","request;char;char","void","[IFDEF CONFIG_APP_BOA_CUSTOM_TRENDNET] "
"boa.src","fmmgmt","lastLogPage","int lastLogPage(request *wp , int argc, char **argv)","lastLogPage(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:5335:0","request;int;char","int","[IFDEF CONFIG_APP_BOA_CUSTOM_TRENDNET] "
"boa.src","fmmgmt","formSmtpClient","void formSmtpClient(request *wp, char *path, char *query)","formSmtpClient(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:5605:0","request;char;char","void","[IFDEF RINGLOG] "
"boa.src","fmmgmt","formDosCfg","void formDosCfg(request *wp, char *path, char *query)","formDosCfg(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:5689:0","request;char;char","void","[IFDEF HOME_GATEWAY] "
"boa.src","fmmgmt","delete_user","static void delete_user(request *wp)","delete_user(request)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:5940:0","request","void","[IFDEF LOGIN_URL] ////////////////////////////////////////////////////////////////"
"boa.src","fmmgmt","add_user","static int add_user(request *wp)","add_user(request)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:5952:0","request","int","[IFDEF LOGIN_URL] ////////////////////////////////////////////////////////////////"
"boa.src","fmmgmt","is_valid_user","int is_valid_user(request *wp)","is_valid_user(request)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:5972:0","request","int","[IFDEF LOGIN_URL] ////////////////////////////////////////////////////////////////"
"boa.src","fmmgmt","formLogin","void formLogin(request *wp, char *path, char *query)","formLogin(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:5987:0","request;char;char","void","[IFDEF LOGIN_URL] ////////////////////////////////////////////////////////////////"
"boa.src","fmmgmt","formCpuUtilization","void formCpuUtilization(request *wp, char *path, char *query)","formCpuUtilization(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:6025:0","request;char;char","void","[IFDEF LOGIN_URL] "
"boa.src","fmmgmt","getPowerConsumption","int getPowerConsumption(request *wp, int argc, char **argv)","getPowerConsumption(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:6069:0","request;int;char","int","[IF defined(POWER_CONSUMPTION_SUPPORT)] http://www.360doc.com/content/070213/11/17255_365683.html"
"boa.src","fmmgmt","formUploadEth8021xUserCert","void formUploadEth8021xUserCert(request *wp, char * path, char * query)","formUploadEth8021xUserCert(request, char *, char *)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmmgmt.c:6617:0","request;char *;char *","void","[IFDEF CONFIG_RTL_ETH_802DOT1X_CLIENT_MODE_SUPPORT] "
"boa.src","fmvpn","checkDupEntry","int checkDupEntry(IPSECTUNNEL_T *entry, char * msg)","checkDupEntry(IPSECTUNNEL_T, char *)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmvpn.c:146:0","IPSECTUNNEL_T;char *","int","[IFDEF _LITTLE_ENDIAN_] "
"boa.src","fmvpn","dumpIpsecTunnel","void dumpIpsecTunnel(IPSECTUNNEL_T entry)","dumpIpsecTunnel(IPSECTUNNEL_T)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmvpn.c:219:0","IPSECTUNNEL_T","void","[IF 0] ////////////////////////////////////////////////////////////////"
"boa.src","fmvpn","getSpiAlgo","static int getSpiAlgo(char *in_tunnel, char *out_algo, int* spi, char *rt_gw)","getSpiAlgo(char, char, int*, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmvpn.c:663:0","char;char;int*;char","int","[IF 0] //////////////////////////////////////////////////////////////////////////"
"boa.src","fmvpn","getConnName","static int getConnName(char *in_tunnel, char *connName)","getConnName(char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmvpn.c:698:0","char;char","int","[IF 0] "
"boa.src","fmvpn","vpnStatList","int vpnStatList(request *wp, int argc, char **argv)","vpnStatList(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmvpn.c:769:0","request;int;char","int","[IF 0] "
"boa.src","fmvpn","vpnShowLog","int vpnShowLog(request *wp, int argc, char **argv)","vpnShowLog(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmvpn.c:822:0","request;int;char","int","[IF 0] "
"boa.src","fmvpn","formVpnLog","void formVpnLog(request *wp, char *path, char *query)","formVpnLog(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmvpn.c:1019:0","request;char;char","void","[IFNDEF NO_ACTION] "
"boa.src","fmvpn","vpnRsaList","int vpnRsaList(request *wp, int argc, char **argv)","vpnRsaList(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmvpn.c:1035:0","request;int;char","int","[IFNDEF NO_ACTION] //////////////////////////////////////////////////////////////////////////"
"boa.src","apform","dbg_wlan_mib","static int __inline__ dbg_wlan_mib(int idx)","dbg_wlan_mib(int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/apform.h:238:0","int","void","[IF CONFIG_APMIB_SHARED_MEMORY == 1] "
"boa.src","langstr","getMLS","int getMLS(request *wp, int argc, char **argv)","getMLS(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/langstr.c:272:0","request;int;char","int","[IFDEF MYDLINK_ENABLE] modify for multi-language"
"boa.src","fmtr069","getRemoteIP","void getRemoteIP(WANIFACE_T *wanEntry, char *gwip,char *ifaceName, unsigned int index)","getRemoteIP(WANIFACE_T, char, char, unsigned int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmtr069.c:270:0","WANIFACE_T;char;char;unsigned int","void","[IF defined(MULTI_WAN_SUPPORT)] "
"boa.src","fmtr069","CWMP_find_multiPartBoundary","unsigned char* CWMP_find_multiPartBoundary(unsigned char *data, int dlen, char *pattern, int plen, int *result)","CWMP_find_multiPartBoundary(unsigned char, int, char, int, int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmtr069.c:320:0","unsigned char;int;char;int;int","char*","[IF defined(MULTI_WAN_SUPPORT)] "
"boa.src","fmtr069","CWMP_Find_head_offset","int CWMP_Find_head_offset(char *upload_data)","CWMP_Find_head_offset(char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmtr069.c:342:0","char","int","[IFDEF _CWMP_WITH_SSL_] "
"boa.src","fmtr069","uploadGetCert","int uploadGetCert(request *wp, unsigned int *offset, unsigned int *len)","uploadGetCert(request, unsigned int, unsigned int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmtr069.c:389:0","request;unsigned int;unsigned int","int","[IFDEF _CWMP_WITH_SSL_] copy from fmmgmt.c find the start and end of the upload file."
"boa.src","fmtr069","ShowMNGCertTable","int ShowMNGCertTable(request *wp)","ShowMNGCertTable(request)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmtr069.c:964:0","request","int","[IFDEF _CWMP_WITH_SSL_] "
"boa.src","fmtr069","ShowAuthSelect","int ShowAuthSelect(request *wp)","ShowAuthSelect(request)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmtr069.c:1031:0","request","int","[IF 0] "
"boa.src","fmtr069","ShowAuthSelFun","int ShowAuthSelFun(request *wp)","ShowAuthSelFun(request)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmtr069.c:1052:0","request","int","[IFDEF _TR069_CONREQ_AUTH_SELECT_] "
"boa.src","boa","create_server_socket","static int create_server_socket(void)","create_server_socket()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/boa.c:293:0","void","int","[IFNDEF DISABLE_DEBUG] "
"boa.src","request","base64decode","static int base64decode(void *dst,char *src,int maxlen)","base64decode(void, char, int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/request.c:81:0","void;char;int","int","[IFDEF USE_AUTH] Name: base64decode  Description: Decodes BASE-64 encoded string /"
"boa.src","request","clear_allauth","void clear_allauth()","clear_allauth()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/request.c:120:0","void","void","[IFDEF USE_AUTH] "
"boa.src","request","check_login","void check_login(int req_login_ip)","check_login(int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/request.c:126:0","int","void","[IFDEF USE_AUTH_CGI] "
"boa.src","request","auth_countdown","void auth_countdown()","auth_countdown()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/request.c:150:0","void","void","[IFDEF USE_AUTH_CGI] "
"boa.src","request","get_ssl_request","void get_ssl_request(void)","get_ssl_request()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/request.c:452:0","void","void","[IFNDEF NO_RATE_LIMIT] "
"boa.src","request","add_accept_header","void add_accept_header(request * req, const char *mime_type)","add_accept_header(request *, const char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/request.c:1546:0","request *;const char","void","[IFDEF ACCEPT_ON] Name: add_accept_header Description: Adds a mime_type to a requests accept char buffer silently ignore any that don't fit - shouldn't happen because of relative buffer sizes /"
"boa.src","fmbt","get_token_string","static void get_token_string(char *val, char *token, int *tokenlen)","get_token_string(char, char, int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmbt.c:243:0","char;char;int","void","[IFNDEF NO_ACTION] "
"boa.src","fmbt","get_torrent_name","static void get_torrent_name(char *val, char *name)","get_torrent_name(char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmbt.c:264:0","char;char","void","[IF 0] "
"boa.src","fmbt","formBTNewTorrent","void formBTNewTorrent(request *wp, char *path, char *query)","formBTNewTorrent(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmbt.c:291:0","request;char;char","void","[IF 0] New BT Torrent"
"boa.src","fmtcpip","tcpipLanHandler","int tcpipLanHandler(request *wp, char *tmpBuf)","tcpipLanHandler(request, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmtcpip.c:717:0","request;char","int","[IFDEF HOME_GATEWAY] "
"boa.src","fmtcpip","formTcpipSetup","void formTcpipSetup(request *wp, char *path, char *query)","formTcpipSetup(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmtcpip.c:1055:0","request;char;char","void","[IFDEF CONFIG_IPV6] "
"boa.src","fmtcpip","kill_3G_ppp_inet","void kill_3G_ppp_inet(void)","kill_3G_ppp_inet()","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmtcpip.c:1197:0","void","void","[IFNDEF NO_ACTION] "
"boa.src","fmtcpip","formWanTcpipSetup","void formWanTcpipSetup(request *wp, char *path, char *query)","formWanTcpipSetup(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmtcpip.c:3387:0","request;char;char","void","[IF 0] /////////////////////////////////////////////////////////////////////////////"
"boa.src","fmtcpip","dhcpClientList","int dhcpClientList(request *wp, int argc, char **argv)","dhcpClientList(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmtcpip.c:3621:0","request;int;char","int","[IFNDEF NO_ACTION] "
"boa.src","fmfwall","formVlan","void formVlan(request *wp, char *path, char *query)","formVlan(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:216:0","request;char;char","void","[IF defined(CONFIG_RTL_8198_AP_ROOT) && defined(GMII_ENABLED)] "
"boa.src","fmfwall","formTriggerPort","void formTriggerPort(request *wp, char *path, char *query)","formTriggerPort(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:1142:0","request;char;char","void","[IF 0] //////////////////////////////////////////////////////////////////////////"
"boa.src","fmfwall","formVlanWAN","void formVlanWAN(request *wp, char *path, char *query)","formVlanWAN(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:1384:0","request;char;char","void","[IF defined(CONFIG_RTK_VLAN_WAN_TAG_SUPPORT)] "
"boa.src","fmfwall","formMacFilter","void formMacFilter(request *wp, char *path, char *query)","formMacFilter(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:2001:0","request;char;char","void","[IFDEF CONFIG_APP_BOA_CUSTOM_TRENDNET] "
"boa.src","fmfwall","macfilterScheduleHandler","int macfilterScheduleHandler(request *wp, char *tmpBuf, int loop_time)","macfilterScheduleHandler(request, char, int)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:2211:0","request;char;int","int","[IFDEF CONFIG_APP_BOA_CUSTOM_TRENDNET] //////////////////////////////////////////////////////////////////////////"
"boa.src","fmfwall","macFilterList","int macFilterList(request *wp, int argc, char **argv)","macFilterList(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:2314:0","request;int;char","int","[IFDEF CONFIG_APP_BOA_CUSTOM_TRENDNET] "
"boa.src","fmfwall","triggerPortList","int triggerPortList(request *wp, int argc, char **argv)","triggerPortList(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:2496:0","request;int;char","int","[IF 0] //////////////////////////////////////////////////////////////////////////"
"boa.src","fmfwall","formQoS","void formQoS(request *wp, char *path, char *query)","formQoS(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:2624:0","request;char;char","void","[IFDEF GW_QOS_ENGINE] "
"boa.src","fmfwall","formIpQoS","void formIpQoS(request *wp, char *path, char *query)","formIpQoS(request, char, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:3072:0","request;char;char","void","[IF defined(CONFIG_NETFILTER_XT_MATCH_LAYER7)] //////////////////////////////////////////////////////////////////////////"
"boa.src","fmfwall","UserEditName","int UserEditName(request *wp, int argc, char **argv)","UserEditName(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:3391:0","request;int;char","int","[IFDEF REBOOT_CHECK] "
"boa.src","fmfwall","GroupEditName","int GroupEditName(request *wp, int argc, char **argv)","GroupEditName(request, int, char)","file://./data/project-sources/paper_c_6_CVE-XXXX-XXXX_trendnet_boa/boa/src/fmfwall.c:3409:0","request;int;char","int","[IFDEF SAMBA_WEB_SUPPORT] "
